id,ami_launch_index,architecture,block_device_mappings,client_token,ebs_optimized,hypervisor,iam_instance_profile,image_id,instance_id,instance_lifecycle,instance_type,kernel_id,key_name,launch_time,monitoring,network_interfaces_attribute,placement,platform,private_dns_name,private_ip_address,product_codes,public_dns_name,public_ip_address,ramdisk_id,root_device_name,root_device_type,security_groups,source_dest_check,spot_instance_request_id,sriov_net_support,state,state_reason,state_transition_reason,subnet_id,tags,virtualization_type,vpc_id
i-b1c96272,0,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-8ee9a621', u'AttachTime': datetime.datetime(2016, 3, 4, 13, 7, 44, tzinfo=tzutc())}}]",qcaOw1457096863654,False,xen,,ami-8d668cc9,i-b1c96272,,r3.large,,easemob,2016-03-04 13:07:44+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:02:57:ac:2c:e1', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'Association': {u'PublicIp': '54.67.46.72', u'PublicDnsName': 'ec2-54-67-46-72.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'NetworkInterfaceId': 'eni-5ad09e3d', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-25-192.us-west-1.compute.internal', u'Association': {u'PublicIp': '54.67.46.72', u'PublicDnsName': 'ec2-54-67-46-72.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'Primary': True, u'PrivateIpAddress': '172.31.25.192'}], u'PrivateDnsName': 'ip-172-31-25-192.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-59050391', u'AttachTime': datetime.datetime(2016, 3, 4, 13, 7, 44, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.25.192'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-25-192.us-west-1.compute.internal,172.31.25.192,[],ec2-54-67-46-72.us-west-1.compute.amazonaws.com,54.67.46.72,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-codis2-server6', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-b0c96273,1,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-e2e9a64d', u'AttachTime': datetime.datetime(2016, 3, 4, 13, 7, 44, tzinfo=tzutc())}}]",qcaOw1457096863654,False,xen,,ami-8d668cc9,i-b0c96273,,r3.large,,easemob,2016-03-04 13:07:44+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:8e:11:07:f0:cd', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'Association': {u'PublicIp': '52.53.239.251', u'PublicDnsName': 'ec2-52-53-239-251.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'NetworkInterfaceId': 'eni-5cd09e3b', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-25-193.us-west-1.compute.internal', u'Association': {u'PublicIp': '52.53.239.251', u'PublicDnsName': 'ec2-52-53-239-251.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'Primary': True, u'PrivateIpAddress': '172.31.25.193'}], u'PrivateDnsName': 'ip-172-31-25-193.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-5d050395', u'AttachTime': datetime.datetime(2016, 3, 4, 13, 7, 44, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.25.193'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-25-193.us-west-1.compute.internal,172.31.25.193,[],ec2-52-53-239-251.us-west-1.compute.amazonaws.com,52.53.239.251,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-codis2-server5', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-2eb8dfee,3,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-5fcc80ba', u'AttachTime': datetime.datetime(2015, 9, 8, 6, 9, 35, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdc', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-5ecc80bb', u'AttachTime': datetime.datetime(2015, 9, 8, 6, 9, 35, tzinfo=tzutc())}}]",rcDtH1441692572403,False,xen,,ami-8d668cc9,i-2eb8dfee,,c3.2xlarge,,dennis@easemob.com,2015-12-29 04:14:49+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:8f:95:74:1b:53', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'Association': {u'PublicIp': '52.53.229.103', u'PublicDnsName': 'ec2-52-53-229-103.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'NetworkInterfaceId': 'eni-42a0dd26', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-27-63.us-west-1.compute.internal', u'Association': {u'PublicIp': '52.53.229.103', u'PublicDnsName': 'ec2-52-53-229-103.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'Primary': True, u'PrivateIpAddress': '172.31.27.63'}], u'PrivateDnsName': 'ip-172-31-27-63.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-5c96c301', u'AttachTime': datetime.datetime(2015, 9, 8, 6, 9, 32, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.27.63'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-27-63.us-west-1.compute.internal,172.31.27.63,[],ec2-52-53-229-103.us-west-1.compute.amazonaws.com,52.53.229.103,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-dp2', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-30b8dff0,2,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-64cc8081', u'AttachTime': datetime.datetime(2015, 9, 8, 6, 9, 36, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdc', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-decd813b', u'AttachTime': datetime.datetime(2015, 9, 8, 6, 9, 36, tzinfo=tzutc())}}]",rcDtH1441692572403,False,xen,,ami-8d668cc9,i-30b8dff0,,c3.2xlarge,,dennis@easemob.com,2015-12-29 04:00:08+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:30:04:71:af:a9', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'Association': {u'PublicIp': '52.53.220.50', u'PublicDnsName': 'ec2-52-53-220-50.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'NetworkInterfaceId': 'eni-47a0dd23', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-27-62.us-west-1.compute.internal', u'Association': {u'PublicIp': '52.53.220.50', u'PublicDnsName': 'ec2-52-53-220-50.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'Primary': True, u'PrivateIpAddress': '172.31.27.62'}], u'PrivateDnsName': 'ip-172-31-27-62.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-ab97c2f6', u'AttachTime': datetime.datetime(2015, 9, 8, 6, 9, 32, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.27.62'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-27-62.us-west-1.compute.internal,172.31.27.62,[],ec2-52-53-220-50.us-west-1.compute.amazonaws.com,52.53.220.50,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-dp3', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-31b8dff1,1,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-1ccc80f9', u'AttachTime': datetime.datetime(2015, 9, 8, 6, 9, 35, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdc', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-fecd811b', u'AttachTime': datetime.datetime(2015, 9, 8, 6, 9, 35, tzinfo=tzutc())}}]",rcDtH1441692572403,False,xen,,ami-8d668cc9,i-31b8dff1,,c3.2xlarge,,dennis@easemob.com,2015-12-29 04:27:47+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:f8:14:da:10:eb', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'Association': {u'PublicIp': '52.53.250.146', u'PublicDnsName': 'ec2-52-53-250-146.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'NetworkInterfaceId': 'eni-40a0dd24', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-27-65.us-west-1.compute.internal', u'Association': {u'PublicIp': '52.53.250.146', u'PublicDnsName': 'ec2-52-53-250-146.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'Primary': True, u'PrivateIpAddress': '172.31.27.65'}], u'PrivateDnsName': 'ip-172-31-27-65.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-aa97c2f7', u'AttachTime': datetime.datetime(2015, 9, 8, 6, 9, 32, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.27.65'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-27-65.us-west-1.compute.internal,172.31.27.65,[],ec2-52-53-250-146.us-west-1.compute.amazonaws.com,52.53.250.146,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-dp1', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-32b8dff2,0,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-eecd810b', u'AttachTime': datetime.datetime(2015, 9, 8, 6, 9, 35, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdc', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-cfcd812a', u'AttachTime': datetime.datetime(2015, 9, 8, 6, 9, 35, tzinfo=tzutc())}}]",rcDtH1441692572403,False,xen,,ami-8d668cc9,i-32b8dff2,,c3.2xlarge,,dennis@easemob.com,2015-12-29 03:50:55+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:0b:88:61:56:b7', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'Association': {u'PublicIp': '54.67.50.227', u'PublicDnsName': 'ec2-54-67-50-227.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'NetworkInterfaceId': 'eni-41a0dd25', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-27-64.us-west-1.compute.internal', u'Association': {u'PublicIp': '54.67.50.227', u'PublicDnsName': 'ec2-54-67-50-227.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'Primary': True, u'PrivateIpAddress': '172.31.27.64'}], u'PrivateDnsName': 'ip-172-31-27-64.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-a797c2fa', u'AttachTime': datetime.datetime(2015, 9, 8, 6, 9, 32, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.27.64'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-27-64.us-west-1.compute.internal,172.31.27.64,[],ec2-54-67-50-227.us-west-1.compute.amazonaws.com,54.67.50.227,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-dp4', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-ab59f668,1,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-27347788', u'AttachTime': datetime.datetime(2016, 3, 1, 10, 41, 7, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-003477af', u'AttachTime': datetime.datetime(2016, 3, 1, 10, 41, 7, tzinfo=tzutc())}}]",rtSpf1456828866426,True,xen,,ami-8d668cc9,i-ab59f668,,c4.2xlarge,,easemob,2016-03-01 10:41:06+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:de:10:c9:4a:a5', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'Association': {u'PublicIp': '52.53.235.43', u'PublicDnsName': 'ec2-52-53-235-43.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'NetworkInterfaceId': 'eni-2581c142', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-20-105.us-west-1.compute.internal', u'Association': {u'PublicIp': '52.53.235.43', u'PublicDnsName': 'ec2-52-53-235-43.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'Primary': True, u'PrivateIpAddress': '172.31.20.105'}], u'PrivateDnsName': 'ip-172-31-20-105.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-1f6953d7', u'AttachTime': datetime.datetime(2016, 3, 1, 10, 41, 6, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.20.105'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-20-105.us-west-1.compute.internal,172.31.20.105,[],ec2-52-53-235-43.us-west-1.compute.amazonaws.com,52.53.235.43,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-antispam2', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-a859f66b,0,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-9a3b7835', u'AttachTime': datetime.datetime(2016, 3, 1, 10, 41, 7, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-a53b780a', u'AttachTime': datetime.datetime(2016, 3, 1, 10, 41, 7, tzinfo=tzutc())}}]",rtSpf1456828866426,True,xen,,ami-8d668cc9,i-a859f66b,,c4.2xlarge,,easemob,2016-03-01 10:41:06+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:2d:69:e5:2d:b5', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'Association': {u'PublicIp': '54.183.76.230', u'PublicDnsName': 'ec2-54-183-76-230.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'NetworkInterfaceId': 'eni-2681c141', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-20-104.us-west-1.compute.internal', u'Association': {u'PublicIp': '54.183.76.230', u'PublicDnsName': 'ec2-54-183-76-230.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'Primary': True, u'PrivateIpAddress': '172.31.20.104'}], u'PrivateDnsName': 'ip-172-31-20-104.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-106953d8', u'AttachTime': datetime.datetime(2016, 3, 1, 10, 41, 6, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.20.104'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-20-104.us-west-1.compute.internal,172.31.20.104,[],ec2-54-183-76-230.us-west-1.compute.amazonaws.com,54.183.76.230,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-antispam1', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-665462d4,0,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-92c4a16a', u'AttachTime': datetime.datetime(2015, 12, 30, 9, 13, 30, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': False, u'VolumeId': 'vol-82c4a17a', u'AttachTime': datetime.datetime(2015, 12, 30, 9, 13, 30, tzinfo=tzutc())}}]",EfkMf1451466806302,False,xen,,ami-8d668cc9,i-665462d4,,t2.large,,easemob,2015-12-30 09:13:26+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '06:4c:a7:95:8d:01', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': '', u'Association': {u'PublicIp': '52.53.250.237', u'PublicDnsName': 'ec2-52-53-250-237.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'NetworkInterfaceId': 'eni-352c266e', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-14-22.us-west-1.compute.internal', u'Association': {u'PublicIp': '52.53.250.237', u'PublicDnsName': 'ec2-52-53-250-237.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'Primary': True, u'PrivateIpAddress': '172.31.14.22'}], u'PrivateDnsName': 'ip-172-31-14-22.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-829d0c48', u'AttachTime': datetime.datetime(2015, 12, 30, 9, 13, 26, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-bd1805fb', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.14.22'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1c'}",,ip-172-31-14-22.us-west-1.compute.internal,172.31.14.22,[],ec2-52-53-250-237.us-west-1.compute.amazonaws.com,52.53.250.237,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-bd1805fb,"[{u'Value': 'pro4-aws-ca-codis2-server2', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-55bac695,0,x86_64,[],e9b430af-4d44-4ddf-b134-da16b036ca88,False,xen,"{u'Id': 'AIPAJGBSLEBQYACUUOD5K', u'Arn': 'arn:aws:iam::986090843226:instance-profile/EMR_EC2_DefaultRole'}",ami-1ba15e5f,i-55bac695,,m3.xlarge,aki-880531cd,easemob,2015-09-22 09:24:48+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:0f:71:ed:7a:49', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': '', u'Association': {u'PublicIp': '54.153.58.45', u'PublicDnsName': 'ec2-54-153-58-45.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'NetworkInterfaceId': 'eni-c9430bad', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-22-38.us-west-1.compute.internal', u'Association': {u'PublicIp': '54.153.58.45', u'PublicDnsName': 'ec2-54-153-58-45.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'Primary': True, u'PrivateIpAddress': '172.31.22.38'}], u'PrivateDnsName': 'ip-172-31-22-38.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-6129733c', u'AttachTime': datetime.datetime(2015, 9, 22, 9, 24, 48, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'ElasticMapReduce-master', u'GroupId': 'sg-84552fe1'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.22.38'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-22-38.us-west-1.compute.internal,172.31.22.38,[],ec2-54-153-58-45.us-west-1.compute.amazonaws.com,54.153.58.45,,,instance-store,"[{u'GroupName': 'ElasticMapReduce-master', u'GroupId': 'sg-84552fe1'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'MASTER', u'Key': 'aws:elasticmapreduce:instance-group-role'}, {u'Value': 'j-412DFH4P7WXY', u'Key': 'aws:elasticmapreduce:job-flow-id'}]",paravirtual,vpc-8b49b3ee
i-e45bc624,1,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-d0195d35', u'AttachTime': datetime.datetime(2015, 9, 1, 11, 13, 6, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': False, u'VolumeId': 'vol-1a185cff', u'AttachTime': datetime.datetime(2015, 9, 1, 11, 13, 6, tzinfo=tzutc())}}]",sPcii1441105981350,True,xen,,ami-8d668cc9,i-e45bc624,,c4.xlarge,,dennis@easemob.com,2015-09-01 11:13:01+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:b4:fa:7c:78:8f', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'Association': {u'PublicIp': '52.8.179.79', u'PublicDnsName': 'ec2-52-8-179-79.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'NetworkInterfaceId': 'eni-c0e78ca4', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-30-98.us-west-1.compute.internal', u'Association': {u'PublicIp': '52.8.179.79', u'PublicDnsName': 'ec2-52-8-179-79.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'Primary': True, u'PrivateIpAddress': '172.31.30.98'}], u'PrivateDnsName': 'ip-172-31-30-98.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-62602c3f', u'AttachTime': datetime.datetime(2015, 9, 1, 11, 13, 1, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.30.98'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-30-98.us-west-1.compute.internal,172.31.30.98,[],ec2-52-8-179-79.us-west-1.compute.amazonaws.com,52.8.179.79,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-codis2-proxy1', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
